Line_ID,day,month,year,category,article,kurz_text,haupt_text
10,12,3,2021,Sport,Gladbach verliert sechstes Pflichtspiel in Folge,"
Die Gladbacher Krise verschärft sich weiter. In Augsburg hatte die Borussia eine Vielzahl von aussichtsreichen Chancen, unter anderem verschossen sie einen Elfmeter. Wie man Tore erzielt, zeigten die Augsburger.
","
Borussia Mönchengladbach hat das vierte Bundesligaspiel in Folge verloren. Beim FC Augsburg unterlag das Team des scheidenden Trainers Marco Rose 1:3 (0:0). Ruben Vargas (52. Minute), Marco Richter (76.) und André Hahn (89.) trafen für Augsburg. Florian Neuhaus hatte zwischenzeitlich ausgeglichen (68.).
"
11,8,3,2021,Sport,»Ein Dokument der Verachtung gegenüber dem Tier«,"
Das Foto eines Trainers auf einem toten Pferd hat im Rennsport einen Skandal ausgelöst. Tierethikerin Dagmar Borchers hält die Wirkung des Bildes für verheerend.
","
Das Foto zeigt einen Trainer, rittlings auf einem augenscheinlich toten Pferd, der sich ein Handy ans Ohr hält und das Victory-Zeichen in die Kamera zeigt. Auf einem Video klettert der Jockey Rob James auf ein auf einer Sandbahn liegendes Tier, man hört Gelächter von umstehenden Personen. Beide Pferde waren zuvor einem Herzversagen erlegen, wie sich herausstellte. Erst das Foto, dann das Video – beide schon älter – waren in der vergangenen Woche in den sozialen Medien aufgetaucht und haben dem irischen Galopprennsport einen Skandal eingebracht.
"
12,4,3,2021,Sport,Ist Eisenbichler zu alt für den WM-Titel?,"
Skispringen wird von wenigen Nationen dominiert. Erfahrung ist dabei nicht so wichtig. Der historische WM-Vergleich zeigt: Im Alter von 23 Jahren gibt es die größte Chance auf eine Goldmedaille.
","
Die Nordische Ski-WM in Oberstdorf geht ins finale Wochenende. Im Skispringen stehen für die Männer die Wettbewerbe auf der Großschanze an, sowohl im Einzel am Freitag als auch im Team am Samstag hofft der Deutsche Skiverband auf eine Medaille – erst recht nach dem Corona-bedingten Aus für Topfavorit Halvor Granerud.
"
13,19,4,2021,Sport,Uefa-Boss droht Profis von Super-League-Teams mit Ausschluss von Länderspielen,"
Uefa-Präsident Ceferin hat die Klubs der angekündigten Superliga scharf kritisiert. Ihre Spieler sollen nicht bei EM und WM spielen, die Uefa prüft zudem den Ausschluss der Vereine aus den laufenden Wettbewerben.
","
Die Europäische Fußball-Union Uefa hat Nationalspielern der Klubs aus der angekündigten Super League mögliche Konsequenzen für Länderspiele angedroht. »Die Spieler, die in diesen Teams spielen, die vielleicht in einer geschlossenen Liga spielen, werden von der Weltmeisterschaft und Europameisterschaft ausgeschlossen«, sagte Uefa-Präsident Aleksander Ceferin. Wann dies geschehen werde, ließ der Slowene allerdings noch offen. Es sei »zu früh«, um über rechtliche Konsequenzen zu sprechen. Es solle aber »so früh wie möglich« geschehen.
"
14,14,1,2021,Sport,NBA-Superstar James Harden wechselt offenbar zu den Brooklyn Nets,"
Er drängte auf einen Wechsel – sein Team, die Houston Rockets, seien einfach zu schwach für den Titel. Nun bekommt James Harden wohl seinen Willen: Berichten zufolge ist er Teil eines größeren Tauschgeschäfts.
","
Der wechselwillige NBA-Profi James Harden hat laut übereinstimmenden US-Medienberichten seinen Willen bekommen und spielt in Zukunft für die Brooklyn Nets. Der Shooting Guard werde die Houston Rockets verlassen, berichteten unter anderem ESPN und die »New York Times«.
"
15,4,6,2021,Sport,"


","
Galopptrainer Bob Baffert ist eine schillernde Figur der Branche. Immer wieder gewinnen seine Pferde. Oft erweisen sie sich später als gedopt – so auch das Siegerpferd des Kentucky Derbys. Das hat nun Konsequenzen.
","
Als Bob Baffert noch nicht Amerikas berühmtester Rennpferde-Coach war, sondern ein namenloser Neuling in der Branche, konnte er der Versuchung nicht widerstehen. Baffert wusste zwar, dass Morphin auf der Liste der verbotenen Substanzen stand. Aber trotzdem gab er es 1976 einem seiner Pferde. Der Schwindel flog auf, der damals 23-Jährige musste sich vor der kalifornischen Aufsichtsbehörde verantworten.
"
16,15,4,2021,Sport,Trainer Dárdai und Lukébakio positiv getestet – Spiel gegen Mainz soll stattfinden,"
Bei Hertha BSC hat es einen Coronaausbruch mit drei positiven Fällen gegeben. Sportdirektor Arne Friedrich springt als Übergangscoach ein. Und: Die Terminlage in der zweiten Liga verschärft sich derweil.
","
Hertha-Trainer Pál Dárdai, sein Assistent Admir Hamzagić und Stürmer Dodi Lukébakio sind positiv auf das Coronavirus getestet worden. Alle drei seien symptomfrei, teilte der Berliner Fußball-Bundesligist mit. Da sich Co-Trainer Andreas Neuendorf als Kontaktperson ersten Grades ebenfalls in Quarantäne befinde, werde das Team von Sportdirektor Arne Friedrich auf das nächste Spiel am Sonntag in Mainz (18 Uhr, Liveticker SPIEGEL.de / TV: Sky) vorbereitet.
"
17,20,1,2021,Sport,Tiger Woods lässt sich am Rücken operieren – zum fünften Mal,"
Der Rücken ist die größte Schwachstelle von Tiger Woods: Wegen Problemen mit der Bandscheibe muss der Golfstar erneut operiert werden. Wann der 45-Jährige auf die PGA-Tour zurückkehren wird, ist offen.
","
Golf-Superstar Tiger Woods ist erneut am Rücken operiert worden und muss nun für einige Zeit pausieren. Das teilte der 45-Jährige am Dienstag mit. Der Eingriff sei notwendig gewesen, weil ein Teil einer Bandscheibe auf einen Nerv gedrückt habe bei der PNC Championship im Dezember. Wann die Operation stattgefunden hat, teilte Woods nicht mit.
"
18,30,10,2020,Sport,"Wie das ""Schröt Kommando"" Computerspielen zum Beruf gemacht hat","
Früher Killerspieldebatte, heute Stadion-Events: Gamer haben einen langen Weg hinter sich. Davon berichten Ralf Reichert vom Turnierorganisator ESL und sein Bruder Tim, bei Schalke 04 für Esports zuständig.
","
Wer ein talentierter Computerspieler ist, kann heute gut von seinem Können leben. Auf großen Turnieren verdienen Esports-Profis Millionenpreisgelder. Auch die Gehälter liegen bei den Stars der Szene mittlerweile im siebenstelligen Bereich. Mitte der Neunzigerjahre, als sich die Gamer-Szene erstmals zu Wettbewerben vernetzte, waren solche Zahlen noch unvorstellbar.
"
19,1,6,2021,Sport,Schweden erstmals seit 84 Jahren nicht unter den besten acht Teams,"
Schweden gilt als Eishockeynation, zuletzt wurde das Land 2017 und 2018 Weltmeister. Beim Turnier in Lettland erlebten die Schweden aber ein Debakel.
","
Schweden hat bei der Eishockey-WM in Riga eine historische Pleite erlebt. Der elfmalige Weltmeister verspielte mit einem 2:3 (1:0, 0:0, 1:2, 0:0, 0:1) nach Penaltyschießen gegen Russland seine letzte Chance auf das Viertelfinale und steht zum ersten Mal seit 1937 nicht unter den besten acht.
"
20,7,4,2021,Sport,"Er coacht nicht mehr, als er muss","
Gegen Liverpool zeigte Real Madrids Zinédine Zidane, warum in der Champions League kein Trainer mehr Siege geschafft hat als er: Der Franzose verkompliziert die Dinge nicht. Liverpools Jürgen Klopp droht das Aus.
","
Und jetzt also der Clásico. Ob er ab sofort daran denke, wurde Zinédine Zidane gefragt. »Heute sollten wir diesen Sieg genießen und morgen sehen wir dann«, sagte der Trainer von Real Madrid, um sich gleich zu korrigieren: »Ach, morgen auch noch nicht.«
"
21,1,11,2020,Sport,Gibt Roglic schon wieder einen Rundfahrtsieg aus der Hand?,"
Bei der Tour de France wurde ihm der sicher geglaubte Erfolg noch entrissen, auch bei der Vuelta muss Primoz Roglic zittern. Nach den Bergetappen ist er die Führung losgeworden.
","
Titelverteidiger Primoz Roglic ist das Rote Trikot des Gesamtführenden bei der Vuelta los. Auf den bis zu 23 Prozent steilen Rampen zum Alto de L'Angliru ging dem slowenischen Radprofi am Sonntag die Kraft aus. Roglic, der bei der diesjährigen Spanien-Rundfahrt schon drei Etappen gewonnen hat, liegt nun zehn Sekunden hinter dem Ecuadorianer Richard Carapaz, der auf den 109,4 Kilometern den deutlich stärkeren Eindruck machte. Vor der elften Etappe war das Spitzenduo des Rennens noch auf die Sekunde gleich.
"
22,24,3,2021,Sport,Fifa schließt Ex-Präsident Blatter erneut vom Fußball aus,"
In wenigen Monaten wäre die Sperre von Sepp Blatter abgelaufen – nun ist der Ex-Fifa-Boss erneut vor allem wegen finanzieller Verfehlungen belangt worden. Zudem muss der 85-Jährige eine Geldstrafe zahlen.
","
Sepp Blatter ist von der Fifa wegen finanzieller Verfehlungen zum zweiten Mal gesperrt worden - mit Gültigkeit für alle Aktivitäten im Fußball. Das gab der Fußball-Weltverband bekannt. Die erste Sperre gegen den 85 Jahre alten Ex-Präsidenten wäre in sieben Monaten abgelaufen.
"
23,1,3,2021,Sport,Polizei nimmt offenbar ehemaligen Barcelona-Präsidenten Bartomeu fest,"
Barcelonas ehemaliger Präsident Bartomeu soll eine Verleumdungskampagne gegen Spieler initiiert haben. Im Zuge der Ermittlungen kam es nun zu Festnahmen.
","
Die spanische Polizei hat den ehemaligen Präsidenten des FC Barcelona, Josep Maria Bartomeu, im Zuge der Ermittlungen der sogenannten »Barçagate«-Affäre festgenommen. Das berichten unter anderem der spanische Radiosender Cadena Ser, die Zeitung »Sport« und das Portal ESPN.com. Demnach wurden auch der aktuelle Geschäftsführer Óscar Grau sowie der Leiter der Rechtsabteilung, Román Gómez Pontí sowie Bartomeus Berater Jaume Masferrer festgenommen. Die Polizei bestätigte vorläufige Festnahmen, nannte aber keine Namen.
"
24,4,2,2021,Sport,Rekordtransfer Haller versehentlich nicht für die Europa League gemeldet,"
Was für ein Fauxpas: Ajax Amsterdam hat es versäumt, seinen für 22 Millionen Euro verpflichteten Rekordtransfer Sébastian Haller für die Europa League zu melden. Bei internationalen Spielen ist er jetzt nur Zuschauer.
","
Aufregung bei Ajax Amsterdam: Als die Uefa am Mittwoch die aktualisierten Spielerlisten für die Europa League veröffentlichte, fehlte der Name Sébastien Haller. Dabei sollte der französische Rekordeinkauf von West Ham United bereits in den Partien des Sechzehntelfinals gegen den OSC Lille (18. und 25.2., jeweils 21 Uhr) für Tore sorgen. Doch der niederländische Rekordmeister hatte bei der Meldung offenbar einen Fehler begangen, Haller muss im Europapokal nun wohl zusehen.
"
25,21,3,2021,Sport,SC Freiburg wechselt wegen Rot-Grün-Sehschwäche eines Profis die Trikots,"
Normalerweise hätten die Freiburger wie üblich in roten Shirts gespielt. Wegen der Rot-Grün-Sehschwäche eines Spielers hätte jedoch Verwechslungsgefahr bestanden. Trainer Streich wollte das Risiko nicht eingehen.
","
Wegen der Rot-Grün-Sehschwäche eines Spielers tritt der SC Freiburg am Sonntag (18.00 Uhr/TV: Sky) im Heimspiel gegen den FC Augsburg in seinen gelben Ausweichtrikots an. Das teilte ein Sprecher des Fußball-Bundesligisten vor dem Anpfiff auf Nachfrage mit.
"
26,22,11,2020,Sport,Barça verliert nach Fehler von ter Stegen bei Atlético – und sorgt sich um Piqué,"
Nach dem 0:1 gegen Atlético verharrt der FC Barcelona weiter im Liga-Mittelfeld. Beim Gegentor sah Marc-André ter Stegen schlecht aus. Verteidiger Piqué droht ein langer Ausfall. Auch Real verpasste einen Sieg.
","
Es war die Szene des Spiels: Marc-André ter Stegen war nach einem langen Ball rund 40 Meter aus dem Tor geeilt, um zu klären, verschätzte sich dabei allerdings. Der Nationaltorhüter wurde von Yannick Carrasco getunnelt, ehe dieser ins leere Tor einschob. Kurz zuvor hatte Lionel Messi die Chance zur Führung, aber der Argentinier wartete lange und scheiterte aus spitzem Winkel an Jan Oblak (41.). Nach dem Seitenwechsel folgte der zweite Schockmoment für Barça, als Ángel Correa auf das rechte Bein von Piqué fiel. Der Innenverteidiger musste beim Verlassen des Platzes gestützt werden, vergrub das Gesicht in den Händen.
"
27,21,3,2021,Sport,Zverev bezwingt Angstgegner Tsitsipas und siegt in Acapulco,"
Nach einem Erdbeben im Halbfinale erwartete Alexander Zverev im Endspiel von Acapulco Stefanos Tsitsipas. Zverev gelang gegen den Griechen ein seltener Sieg, nun geht er als Mitfavorit in das Masters in Miami.
","
Alexander Zverev hat das Tennisturnier in Acapulco gewonnen. Der 23 Jahre alte Hamburger setzte sich im Endspiel am Samstag (Ortszeit) mit 6:4, 7:6 (7:3) gegen den an Nummer eins gesetzten Griechen Stefanos Tsitsipas durch. Für den 14. Finalsieg seiner Karriere auf der ATP-Tour benötigte Zverev zwei Stunden und 17 Minuten Spielzeit. Bei der mit 1,2 Millionen Dollar dotierten Hartplatz-Veranstaltung in Mexiko blieb der derzeit beste deutsche Tennisspieler in allen Partien ohne Satzverlust. Im Duell mit Tsitsipas war es für Zverev erst der zweite Sieg im siebten Match.
"
28,18,4,2021,Sport,"


","
Als Schwimmerin will Sarah Köhler bei den Olympischen Spielen in Tokio überzeugen. Sportlich läuft es, doch ihr Job als Sprecherin der Athleten ist eine Herausforderung – der DSV ist derzeit eine Baustelle.
","
Sarah Köhler lächelt. Diese 4:05,99 Minuten, die nach dem Finale über 400 Meter Freistil am Samstag auf der Anzeigetafel hinter ihrem Namen standen, die machen sie glücklich. Nicht nur weil sie damit bei der letzten Qualifikationsmöglichkeit für die Olympischen Spiele knapp eineinhalb Sekunden unter der geforderten Norm geblieben war; sie hatte ja ihr Ticket schon auf den langen Strecken in der Tasche. In diesem Rennen ging es um mehr. Es ging darum zu zeigen, dass sie ihre Schwachstelle der vergangenen Jahre überwunden hat.
"
29,30,1,2021,Sport,Australian Open erlauben bis zu 30.000 Zuschauer am Tag,"
Wer seit Wochen im Corona-Lockdown lebt, hält diese Zahl für unfassbar: Die Veranstalter der Australian Open rechnen mit Hunderttausenden Fans, die in Melbourne dabei sein werden. Wie ist das möglich?
","
Bei den Australian Open sollen bis zu 30.000 Menschen pro Tag bei den Spielen der Tenniselite zusehen dürfen. Das kündigte der Sportminister des Bundesstaats Victoria, Martin Pakula, am Samstag auf Twitter an. Möglich sind diese Besucherzahlen, weil die Corona-Fallzahlen in Australien relativ gering sind. »Es wird die bedeutendste internationale Veranstaltung mit Menschenmassen sein, die die Welt seit vielen, vielen Monaten gesehen hat«, sagte Pakula im Fernsehen.
"
30,18,2,2021,Sport,"Shiffrin führt erst – und verliert Gold dann um 0,02 Sekunden","
Mikaela Shiffrin wird ihrer Favoritenrolle im Riesenslalom von Cortina nicht ganz gerecht: Die US-Amerikanerin muss sich Lara Gut-Behrami denkbar knapp geschlagen geben.
","
Die Schweizerin Lara Gut-Behrami ist Weltmeisterin im Riesenslalom von Cortina d'Ampezzo geworden und hat nach dem Super-G-Triumph ihre zweite Goldmedaille geholt. In einem spannenden Wettkampf setzte sich die Skirennfahrerin am Donnerstag um 0,02 Sekunden vor der nach dem ersten Lauf führenden Mikaela Shiffrin aus den USA durch. Dritte wurde Katharina Liensberger aus Österreich, der wiederum nur 0,09 Sekunden zu ihrer zweiten Goldmedaille fehlten.
"
31,9,4,2021,Sport,Auch NBA-Legende Pau Gasol kann die Bayern nicht stoppen,"
Mit 40 Jahren feierte Basketballstar Pau Gasol sein Comeback für den FC Barcelona – in der Euroleague gegen Bayern München. Doch den Bayern gelang eine Überraschung.
","
Nach dem historischen Einzug in die K.o.-Phase der Euroleague haben die Basketballer des FC Bayern München auch das letzte Hauptrundenspiel im höchsten europäischen Wettbewerb gewonnen. Das Team von Trainer Andrea Trinchieri setzte sich überraschend 82:72 (43:37) beim Spitzenreiter FC Barcelona durch.
"
32,27,1,2021,Sport,Mikkel Hansen sieht Rot – Dänemark gewinnt Siebenmeter-Drama,"
Bei der Handball-WM gab es zwischen Dänemark und Ägypten in beiden Verlängerungen dramatische Wendungen. Am Ende setzte sich Titelverteidiger Dänemark ohne seinen Superstar Mikkel Hansen gegen den WM-Gastgeber durch.
","
Im Siebenmeterwerfen ist Titelverteidiger Dänemark bei der Handball-WM ins Halbfinale eingezogen. Beim 39:38 (16:13, 28:28, 34:34, 35:35) gegen Gastgeber Ägypten wurde Superstar Mikkel Hansen fast zur tragischen Figur.
"
33,2,11,2020,Sport,"""Hamilton ruiniert das Fest von Mercedes""","
Der Konstrukteurstitel unter Dach und Fach, die Fahrer-WM nur noch Formsache - die Zukunft bei Mercedes aber offen: Die internationale Presse feiert Lewis Hamilton, wäre da nicht seine offene Vertragssituation.
","
Auch den Großen Preis von Emilia Romagna gewann Lewis Hamilton in beeindruckender Manier. Der Mercedes-Pilot durfte den Konstrukteurstitel seines Rennstalls feiern, gleichzeitig könnte er schon im nächsten Rennen seinen siebten Weltmeistertitel perfekt machen. Trotzdem scheint Hamiltons Zukunft bei Mercedes ungewiss, die Vertragsgespräche stocken. Die internationalen Pressestimmen im Überblick:
"
34,5,2,2021,Sport,"2:0 geführt, 3:1 geführt, trotzdem nicht gewonnen","
Der Tabellenführer der zweiten Liga lässt Punkte: In Aue reicht dem Hamburger SV eine Zwei-Tore-Führung nicht zum Sieg. St. Pauli macht es besser.
","
Der Hamburger SV hat zum Auftakt des 20. Spieltages der Zweiten Fußballbundesliga seinen 13. Saisonsieg verpasst. Dabei hatte die Mannschaft von Trainer Daniel Thioune beim FC Erzgebirge Aue gleich zweimal deutlich geführt.
"
35,4,12,2020,Sport,Sportausschuss des Bundestages könnte sich mit Turn-Skandal beschäftigen,"
Die Vorsitzende des Sportausschusses im Bundestag spricht von »furchtbaren Schäden in einer Kinderseele« und will die SPIEGEL-Enthüllung zum Thema machen. Fragwürdig ist die Rolle des Deutschen Turner-Bundes.
","
Die Berichte über mentale Misshandlungen von Turnerinnen am Stützpunkt in Chemnitz werden aller Voraussicht nach demnächst den Sportausschuss des Bundestages beschäftigen. »Wir werden sicher die Vorwürfe der Athletinnen aufgreifen. Ich sehe jedenfalls Handlungsbedarf«, sagt die Ausschussvorsitzende Dagmar Freitag (SPD) dem SPIEGEL. »Wir dürfen nicht vergessen: Der Deutsche Turner-Bund, Bundestrainer und Bundestrainerinnen oder auch der Leiter des Olympiastützpunktes (OSP) – das sind alles Institutionen oder Personen, die mit Bundesmitteln gefördert werden.«
"
36,18,11,2020,Sport,Vor welchen Herausforderungen der Wintersport steht,"
Mit Weltcups der Skirennfahrer, Skispringer und Bobfahrer geht der Wintersport jetzt so richtig los. Die Sorgen sind vor dem Saisonstart ganz andere als sonst. Die wichtigsten Fragen und Antworten.
","
Welche Wettkämpfe finden in diesem Corona-Winter überhaupt statt?Die Ski- und Schlittensportler stellen sich trotz der Pandemie fest auf einen umfangreichen Wettkampfwinter ein. Die alpinen Ski-Asse haben den Auftakt in Sölden bereits gemeistert und stehen vor dem zweiten Wochenende mit Damen-Slaloms in Levi. Die Skispringer starten in Wisla in den Weltcup, die Bobfahrer in Sigulda, die Ski-Freestyler in Stubai. Nächste Woche sind die Biathleten in Kontiolahti dran.
"
37,15,2,2021,Sport,Mainzer Dreigestirn,"
Mainz 05 sah lange wie ein Abstiegsanwärter aus. Plötzlich gibt es wieder Hoffnung: Drei alte Bekannte krempeln den Verein um – ihre Sofortmaßnahmen zeigen bereits Wirkung.
","
Es sind derzeit sehr schwere Tage für Mainz.Heute ist Rosenmontag, und die Fastnacht findet nicht statt. Außer Köln gibt es wahrscheinlich keine Stadt, deren Selbstverständnis so sehr mit der fünften Jahreszeit zusammenhängt. Mainz bleibt ohne Fastnacht eben nicht Mainz.
"
38,3,5,2021,Sport,"»Hamiltons unerbittliche, Rivalen zerstörende Zuverlässigkeit«","
»Talent, Ehrgeiz, Coolness« – die internationale Presse feiert Weltmeister Lewis Hamilton für seinen Sieg in Portimão. Gleichzeitig jedoch beklagt sie auch die »Zweiklassengesellschaft« in der Formel 1.
","
Weltmeister Lewis Hamilton hat das Formel-1-Rennen in Portugal gewonnen. Der britische Mercedes-Pilot fuhr am Sonntag beim dritten Saisonlauf in Portimão seinen zweiten Erfolg in diesem Jahr ein. Dazu schreibt die internationale Presse:
"
39,21,2,2021,Sport,Janz weit unten,"
Hertha hat auch gegen Leipzig verloren, durch das Ergebnis wird es oben und unten in der Tabelle wieder spannender. RB hat derzeit alles, was Hertha abgeht. Glück zum Beispiel.
","
Als der Winter nach Berlin kam, das war Anfang Dezember, hatte die Hertha das Stadtderby gegen Union gewonnen, es war ein eisiger Freitagabend, aber ein Moment, in dem alles gut schien für den Klub. Jetzt ist der Winter gegangen, in Berlin herrscht Frühling, die Leute wagen sich wieder nach draußen, es ist ein wunderbar milder Sonntagnachmittag, und Hertha BSC versinkt in der Trostlosigkeit.
"
40,31,1,2021,Sport,"»Ja, ich bin ein schwarzer Mann und bin jeden Tag stolz drauf«","
Nach zahlreichen rassistischen Kommentaren im Internet gegen schwarze Premier-League-Profis ermittelt nun die Polizei. Marcus Rashford von Manchester United will die Attacken nicht weiter hinnehmen.
","
Neben weiteren Premier-League-Profis hat auch der englische Fußballnationalspieler Marcus Rashford von rassistischen Beleidigungen im Internet gegen ihn berichtet. »Menschheit und soziale Medien von ihrer schlechtesten Seite«, schrieb der 22 Jahre alte Stürmer von Manchester United am Samstagabend bei Twitter. »Ja, ich bin ein schwarzer Mann und bin jeden Tag stolz drauf. Niemand und kein Kommentar werden daran etwas ändern.«
"
41,28,11,2020,Sport,Goretzka gegen den Herbst-Blues,"
Müde, unkonzentriert, aber immerhin siegreich: Der FC Bayern wackelt in der Bundesliga. Leon Goretzka ist der leise Chef auf dem Platz – und widerspricht sogar dem Trainer.
","
Nach Spielende erntete Hansi Flick Widerspruch. Und zwar vom eigenen Spieler. Immer wieder hatte der Trainer des FC Bayern zuletzt betont, man dürfe die momentan hohe Belastung nicht als Grund für durchwachsene Leistungen anführen. Doch dann stand Leon Goretzka am TV-Mikrofon und sagte: »Es gibt viele Gründe, warum wir so viele Konzentrationsfehler machen. Ein Grund ist die Müdigkeit, die fehlende Frische im Kopf. Auch wenn der Trainer gesagt hat, das darf nicht als Ausrede gelten. Aber ich zumindest bin sehr müde.«
"
