Line_ID,day,month,year,category,article,kurz_text,haupt_text
21,3,3,2021,Politik,»Was macht eigentlich Gesundheitsminister Spahn zurzeit beruflich?«,"
»Irgendwo an vorletzter Stelle«: Berlins Kultursenator sieht die Kulturszene in der Corona-Politik vernachlässigt. Im SPIEGEL-Talk sagte der Linkenpolitiker, wie er schon bald Kulturveranstaltungen ermöglichen will.
","
Der Berliner Kultursenator Klaus Lederer (Linke) sieht massive Versäumnisse der Bundesregierung in der Coronakrise – insbesondere beim Umgang mit der Kulturszene. Im SPIEGEL-Spitzengespräch mit Moderator Markus Feldenkirchen sagte Lederer, er frage sich immer wieder: »Was macht eigentlich Gesundheitsminister Spahn zurzeit beruflich?«
"
22,28,5,2021,Politik,Union und SPD einigen sich auf Frauenquote in Vorständen,"
Die Regierungsfraktionen haben sich nach langem Streit auf ein Gesetz verständigt, das Vorständen von Unternehmen ein Minimum an Frauen vorschreibt. Die Einigung kam in letzter Minute.
","
Kurz vor der Sommerpause haben sich SPD und Union doch noch auf ein Gesetz für mehr Frauen in Führungspositionen verständigt. Demnach soll in börsennotierten und paritätisch mitbestimmten Unternehmen mit mindestens drei Vorstandsmitgliedern künftig mindestens eines davon eine Frau sein.
"
23,10,12,2020,Politik,Thüringens Ex-Ministerpräsident Kemmerich verzichtet auf Spitzenkandidatur,"
Seine Wahl zum zeitweisen Ministerpräsidenten gelang mit Stimmen von der AfD – und stürzte Thüringen in eine Regierungskrise. Nun will der thüringische FDP-Fraktionschef Thomas Kemmerich nicht erneut als Spitzenkandidat antreten.
","
Thüringens Ex-Ministerpräsident Thomas Kemmerich (FDP) verzichtet auf eine Spitzenkandidatur bei der bislang fürs Frühjahr 2021 geplanten Landtagswahl. »Nach reiflicher Überlegung habe ich mich entschieden, für die Spitzenkandidatur bei einer auf den 25. April 2021 vorgezogenen Landtagswahl eine andere Person vorzuschlagen«, sagte Kemmerich im Interview mit dem Nachrichtenmagazin »Focus«.
"
24,21,1,2021,Politik,Kochsalzlösung und Glasfläschchen,"
»Jetzt ist eben diese Pandemie da«: Betont nüchtern verteidigt die Kanzlerin ihr Corona-Krisenmanagement und erlaubt nur kurz einen Blick in ihre Gefühlswelt. Kann Angela Merkel so noch die Corona-müden Menschen erreichen?
","
Die Kanzlerin kann nicht aus ihrer Haut. Minutenlang referiert sie über die Probleme bei der Impfstoffherstellung, spricht über notwendige Umbauten in pharmazeutischen Produktionsstätten, über fehlende Kochsalzlösungen und Glasfläschchen, die die Lieferketten durcheinanderbringen könnten.
"
25,16,12,2020,Politik,"Bye-bye, Bundeswehr","
Erst Ablehnung, dann Zustimmung und jetzt Vertagung – im Endlosstreit über bewaffnete Drohnen leistet die einstige Volkspartei SPD den Offenbarungseid.
","
Vielleicht ist es unfair, eine Partei im Niedergang an vergangene Größe zu erinnern. An Männer wie den Hamburger Großstrategen Helmut Schmidt, den ersten sozialdemokratischen Verteidigungsminister der Nachkriegsgeschichte, und seinen SPD-Nachfolger Georg Leber, der in der Truppe als »Soldatenvater« verehrt wurde. Oder an ein Schwergewicht wie Peter Struck, der 2002 für drei Jahre ins Verteidigungsministerium wechselte, um danach wieder die SPD-Bundestagsfraktion zu führen.
"
26,22,5,2021,Politik,Hausdurchsuchung bei Björn Höcke,"
Er soll sich online über die Seenotretterin Carola Rackete ausgelassen und Flüchtlinge als Kriminelle stigmatisiert haben: Die Staatsanwaltschaft hat das Wohnhaus des Thüringer AfD-Chefs Björn Höcke durchsuchen lassen.
","
Im Zuge von Ermittlungen wegen Volksverhetzung ist das Wohnhaus des Thüringer AfD-Landesvorsitzenden Björn Höcke durchsucht worden. Das bestätigte ein Sprecher der zuständigen Staatsanwaltschaft Mühlhausen am Samstag. Zuvor hatten Zeitungen der Funke Mediengruppe online über den Polizeieinsatz vor einigen Tagen im Wohnort Höckes im Landkreis Eichsfeld berichtet.
"
27,27,3,2021,Politik,Jens Spahn und das Telefon des Papstes,"
Liebe Leserin, lieber Leser, guten Morgen,heute geht es um Jens Spahn und die Maskenbeschaffung, um die Frage, warum Brasiliens Ex-Präsident Lula Merkels Hilfe möchte. Und warum die Pandemie eine neue Migrationskrise heraufbeschwört.
","
Spahn: »Wir waren in einer Notlage«Bundesgesundheitsminister Jens Spahn hat in diesen Stunden damit zu tun, der Bevölkerung klarzumachen, wie gefährlich die Virusmutation B.1.1.7 ist (RKI-Chef Lothar Wieler hält 100.000 Ansteckungen pro Tag für denkbar), er hat zudem jede Menge Kritik an seiner Impfstrategie einzustecken, gegen einen massiven Vertrauensverlust anzukämpfen, und er muss sich anhören, er habe politische und private Bekannte und Freunde bei der Milliardenbeschaffung von Masken bevorzugt. Im SPIEGEL-Gespräch mit meiner Kollegin Melanie Amann und meinem Kollegen Gerald Traufetter macht ihm zumindest Letzteres kaum zu schaffen, er streitet gar nicht ab, selbst zum Telefon gegriffen zu haben. Er habe »an einem Sonntagmorgen im März letzten Jahres« eingesehen: »Wir kommen mit unserer klassischen Beschaffung über die zuständigen Ämter nicht weiter.« Einen potenziellen Interessenkonflikt sieht Spahn darin nicht: »Wir waren in einer Notlage. Für mich zählte nur, dass wir gute Masken zu akzeptablen Konditionen bekommen haben, und zwar schnell.« Und: »Meinen Leuten habe ich immer gesagt: Hier wird jeder gleich behandelt, auch wenn der Papst anruft.«
"
28,11,5,2021,Politik,"


","
Seit zwei Jahren macht Markus Söder mit Bäumen Politik. Dem Wald war das bislang egal. Nach den erschütternden Bildern aus dem Garten der Bayerischen Staatskanzlei bricht der erste Baum sein Schweigen.
","
Zwei Stümpfe aus Holz. Die leblosen Überreste einer stolzen Tanne aus Aichach im Regierungsbezirk Schwaben. Tote Kulisse für zwei Männer mit Macht. Enthauptet von einer Kettensäge, missbraucht als Stehpult im Hofgarten der Bayerischen Staatskanzlei. Die Bilder der gemeinsamen Pressekonferenz von Markus Söder und Sebastian Kurz in München haben mich schockiert.
"
29,30,12,2020,Politik,SPD kritisiert Spahn wegen Lieferschwierigkeiten,"
Wegen Problemen bei der Lieferung des Corona-Impfstoffes macht SPD-Generalsekretär Klingbeil Jens Spahn Vorwürfe. Der Gesundheitsminister reagiert – die nächste Lieferung kommt schon kommende Woche.
","
Die SPD wirft Gesundheitsminister Jens Spahn (CDU) Versäumnisse beim Impfstart vor. »Das Chaos rund um den Impfstart finde ich sehr ärgerlich«, sagte SPD-Generalsekretär Lars Klingbeil der »Rheinischen Post«. Spahn spreche von etwas föderalem Durcheinander und zeige mit dem Finger auf die Bundesländer. »Der Minister selbst hatte Monate Zeit, den geplanten Impfstart vorzubereiten. Hierzu hat er ausreichende Kompetenzen bekommen.«
"
30,8,3,2021,Politik,So ignoriert die Politik Corona-Heldinnen,"
Es gibt nur wenige systemrelevantere Jobs – doch Hebammen kommen in den Verordnungen und Erlassen des Gesundheitsministeriums in der Coronakrise kaum vor. Was ist da los?
","
Ein Wort fehlte. Egal ob es um Corona-Verordnungen zu Systemrelevanz, um Test- oder Impfverordnungen ging. Nirgendwo tauchte dieses Wort auf: Hebammen.Als hätten das Bundesgesundheitsministerium und die Landesregierungen sie vergessen. Vergessen, dass sie im Jahr knapp 800.000 Kindern auf die Welt helfen. Dass sie dabei keinen Abstand zu den Müttern halten können. Dass man Geburten nicht verschieben kann.
"
31,17,5,2021,Politik,Linken-Abgeordnete kritisieren Bartsch,"
Linken-Spitzenkandidat Dietmar Bartsch zieht Kritik aus der Bundestagsfraktion auf sich. Er hatte sich für den Export von deutschen U-Booten nach Israel ausgesprochen – entgegen der Parteilinie.
","
Dietmar Bartsch hat die generelle Linken-Ablehnung der Ausfuhr von Militärgütern infrage gestellt: »Wir wollen Waffenexporte reduzieren in alle Welt, aber Israel gegenüber haben wir eine besondere historische Verantwortung.«
"
32,19,4,2021,Politik,"»Das Rennen ist offen, wir haben Bock«","
Parteikolleginnen loben ihre »Klarheit und Kompetenz«. Beim politischen Gegner freut man sich auf den Wettbewerb mit den Grünen. Die Reaktionen auf die Personalie Annalena Baerbock.
","
Schon vor Ostern war die K-Frage bei den Grünen entschieden. Nun hat die Partei das Ergebnis verkündet: Annalena Baerbock soll die Grünen als Kanzlerkandidatin in den Bundestagswahlkampf führen. Prompt gab es die ersten Gratulationen.
"
33,26,3,2021,Politik,Spahn warnt vor Zusammenbruch des Gesundheitssystems im April,"
Die Infektionszahlen steigen rasant: Sollte sich das nicht ändern, könnten die Krankenhäuser im April an ihre Grenzen kommen, warnt Bundesgesundheitsminister Jens Spahn.
","
Angesichts der stark steigenden Corona-Infektionszahlen in Deutschland hat Bundesgesundheitsminister Jens Spahn vor einem Zusammenbruch des Gesundheitssystems gewarnt. »Wenn das so ungebremst weitergeht, laufen wir Gefahr, dass unser Gesundheitssystem im April an seine Grenzen kommt«, sagte Spahn. Die Virusvarianten machten die Lage besonders gefährlich.
"
34,21,5,2021,Politik,Niedersachsen bleibt jetzt doch bei der Maskenpflicht,"
Niedersachsen ist von seinem Plan zur Aufhebung der Maskenpflicht beim Einkaufen zurückgerudert. Zuvor hatten sich andere Bundesländer von dem Schritt distanziert.
","
Allen weitreichenden Lockerungen zum Trotz: Es kam durchaus überraschend, was die niedersächsische Landesregierung zunächst über informelle Kanäle verbreitete: Am Dienstag nach Pfingsten soll im Einzelhandel die Maske fallen, sofern die Inzidenz in dem betreffenden Landkreis 35 oder weniger beträgt.
"
35,8,6,2021,Politik,»Herr Spahn sollte nicht nach einer Entschuldigung rufen«,"
Gesundheitsminister Spahn hat Rücktrittsforderungen der SPD im Maskenstreit zurückgewiesen. Doch SPD-Fraktionschef Mützenich will nicht lockerlassen – der Minister müsse nun dringend offene Fragen beantworten.
","
Die Debatte über die Maskenpläne von Gesundheitsminister Jens Spahn (CDU) geht in die nächste Runde. Spahn hatte Rücktrittsforderungen vom Koalitionspartner SPD zurückgewiesen – nun legt SPD-Fraktionschef Rolf Mützenich nach. »Herr Spahn sollte nicht nach einer Entschuldigung rufen, sondern an der Aufklärung mitwirken, was wir jetzt auch in den Ausschüssen tun werden«, sagte Mützenich in Berlin.
"
36,6,4,2021,Politik,Kommt eine Kanzlerin ins Impfzentrum,"
Liebe Leserin, lieber Leser, guten Morgen,heute geht es um die sehr unterschiedliche Corona-Kommunikation eines US-Präsidenten und einer Bundeskanzlerin, um die viralen Erkenntnisse von Armin Laschet und die Schicksale twitternder Politikerinnen und Politiker.
","
Bidens PR-AuftrittUS-Präsident Joe Biden nimmt heute einen Termin wahr, der hier in Deutschland mit Angela Merkel kaum vorstellbar ist: Biden besucht ein Impfzentrum in Washington und will sich dort zum Fortschritt der Impfkampagne gegen Corona äußern.Die Bundeskanzlerin ist bekannt dafür, von solchen PR-Auftritten wenig zu halten, und sie dürfte sich unnötige Präsenztermine schon aus Sorge vor einer Infektion sparen. Bidens Ansteckungsrisiko ist dagegen minimal, er wurde schon Ende Dezember 2020 mit Biontech geimpft. Als deutscher Kanzler hätte der 78-Jährige erst jetzt überhaupt Chancen auf einen Impftermin mit AstraZeneca.
"
37,27,4,2021,Politik,Diäten für Abgeordnete sinken zum ersten Mal,"
Die Diäten von Bundestagsabgeordneten sind an die Entwicklung der Löhne gekoppelt. Die sind in der Coronakrise gesunken, also müssen die Parlamentarier Einbußen hinnehmen – allerdings handelt es sich um einen überschaubaren Betrag.
","
Zum ersten Mal in der Geschichte des Bundestages sinken die Diäten. Die Abgeordneten bekommen infolge der Coronakrise ab Juli weniger Geld. Wie aus einem Schreiben von Bundestagspräsident Wolfgang Schäuble hervorgeht, sinkt die steuerpflichtige Abgeordnetenentschädigung um 70,58 auf 10.012,89 Euro. Die Ludwigshafener Zeitung ""Rheinpfalz"" hatte zuerst darüber berichtet.
"
38,20,3,2021,Politik,Bundesgesundheitsministerium bestellte für 967 Millionen Euro Masken bei Emix,"
Das Gesundheitsministerium hat nach SPIEGEL-Informationen nun mitgeteilt, wie viel Schutzausrüstung es 2020 bei der umstrittenen Emix Trading bestellt hat. Eingestielt hatte die Deals eine CSU-Connection.
","
Nach Monaten des Schweigens hat das Bundesgesundheitsministerium endlich verraten, wie viel Schutzmaterial es im vergangenen Jahr bei der umstrittenen Schweizer Firma Emix Trading gekauft hat. Wie aus einem Bericht an den Haushaltsausschuss des Bundestags hervorgeht, der dem SPIEGEL und dem Schweizer »Tagesanzeiger« vorliegt, bestellte das Ministerium von Jens Spahn in nur sechs Wochen Ausrüstung für 967 Millionen Euro bei Emix.
"
39,20,5,2021,Politik,"Laschet, Baerbock und Scholz wollen Einstimmigkeitsprinzip in der EU aufbrechen","
Das Ziel heißt Kanzleramt: Zum ersten Mal vor der Bundestagswahl trafen die Spitzenkandidaten von Union, Grünen und SPD in einer TV-Debatte aufeinander. Beim Thema Europa herrschte zumindest in einem Punkt Einigkeit.
","
Armin Laschet möchte das Kanzleramt für die Union verteidigen, Olaf Scholz möchte es für die SPD zurückerobern – und Annalena Baerbock als erste Grüne dort einziehen: Rund vier Monate vor der Bundestagswahl am 26. September gewinnt der Wahlkampf an Schwung.
"
