Line_ID,day,month,year,category,article,kurz_text,haupt_text
10,12,11,2020,Kultur,"""New Yorker"" feuert Starautor Jeffrey Toobin","
Der Rechtsexperte des US-Magazins ""The New Yorker"" hatte sich während einer Videokonferenz entblößt. ""Wir nehmen das Verhalten am Arbeitsplatz ernst"", teilte der Verlag nach Prüfung des Falls mit – und entließ ihn.
","
Das US-Magazin ""The New Yorker"" hat seinen langjährigen festen Autor Jeffrey Toobin entlassen. Er war zunächst suspendiert worden, nachdem er sich Berichten zufolge während einer Zoom-Konferenz im Oktober entblößt hatte. Auch seine Mitarbeit bei CNN, wo er der führende Experte für juristische Fragen ist, ruht derzeit.
"
11,3,9,2020,Kultur,Anthropologe David Graeber ist tot,"
Der Kapitalismuskritiker unterrichtete Anthropologie an der London School of Economics und galt als Vordenker der Occupy-Bewegung. Nun ist David Graeber im Alter von 59 Jahren gestorben.
","
Seine Bücher machten ihn populär, noch im Herbst wollte er ein Kulturfestival moderieren. Nun ist der Anthropologe David Graeber tot. Graeber sei am Mittwoch in Venedig gestorben, teilte seine Frau am Donnerstag auf Twitter mit. Eine Sprecherin seines deutschen Verlags bestätigte die Nachricht. Nähere Umstände seines Todes wurden bisher nicht bekannt.
"
12,13,3,2021,Kultur,"Der »Masken-Raffke«, dieser Schlingel","
Der Boulevard hat den »Masken-Raffke« entdeckt, Boulevard-Chef Julian Reichelt hat womöglich ein Compliance-Problem. In diesen Tagen jagt eine Phrase die nächste.
","
Worte sind schneller in Umlauf gebracht als eine neue Kryptowährung. Eine frische Phrase gibt der nächsten gewissermaßen die Klinke in die Hand und ist schon zur Tür hinaus, bevor man ihre Verlogenheit hat durchschauen können. Eine solche Phrase ist der »Masken-Raffke«. Geprägt vom Boulevard in Berlin, mitsamt Bindestrich freudig geschluckt und aufgegriffen von RTL bis AfD, von Schwäbischer bis Süddeutscher Zeitung.
"
13,11,2,2021,Kultur,Gina Carano nach antisemitischen Äußerungen gefeuert,"
Lucasfilm trennt sich von Gina Carano. Die Schauspielerin, die in der TV-Serie »The Mandalorian« zu sehen war, hatte in Social-Media-Beiträgen die Judenverfolgung verharmlost.
","
Nach einem antisemitischen Posting auf Instagram hat sich Lucasfilm, Produktionsfirma von »The Mandalorian«, von Schauspielerin Gina Carano getrennt.»Gina Carano ist derzeit nicht bei Lucasfilm beschäftigt, und es gibt auch in Zukunft keine Pläne für sie«, sagte ein Sprecher von Lucasfilm in einer Erklärung, aus der das Branchenmagazin »Variety« zitiert. In ihrem Post hatte Carano demnach die Verfolgung von Juden im nationalsozialistischen Deutschland mit heutigem Hass auf Menschen mit unterschiedlichen politischen Ansichten verglichen.
"
14,28,4,2021,Kultur,Der Kapitalismus ist böse – sagt Apple,"
Ein Erfinder, der Handys hasst und vor Konsumwahn warnt: Mit der Thrillerserie »Moskito-Küste« versucht sich ausgerechnet Apple als oberster Kapitalismuskritiker. Das kann nur schiefgehen.
","
In der zweiten Folge der neuen Serie »Moskito-Küste« landen Vater und Tochter auf der Flucht vor der Polizei in einem stillgelegten Gebäude, wahrscheinlich ein leeres Kaufhaus. Die Verschnaufpause verschafft dem Vater Gelegenheit zu einer kleinen Lehrstunde in Sachen Kapitalismus.
"
15,2,3,2021,Kultur,Die Lebenslügen eines Schauspielers,"
Die Berlinale besitzt wegen Corona zurzeit wenig Glamour. Das deutsche Kino funkelt im Wettbewerb des Festivals dafür, mit Filmen von Maria Schrader, Dominik Graf – und dem Regiedebüt von Daniel Brühl.
","
»Ich bin dein Mensch« von Maria Schrader: Wenn der »Blade Runner« dir ein Schaumbad einlässt 
"
16,4,6,2021,Kultur,"


","
Bumsen gegen die Unbehaustheit, Rausschmiss für die Rendite: Der »Tatort« zeigt in drastischen Bildern die Kämpfe um den entfesselten Berliner Mietmarkt.
","
Im Sonntagskrimi wird es zugiger, allerorten droht die Obdachlosigkeit. Der Rostocker »Polizeiruf« zeigte zuletzt, wie eine verarmte alleinerziehende Mutter für ein wenig Restwürde zu einem Rachefeldzug gegen ihren Boss und ihren Bankberater aufbrach. Der Kölner »Tatort« erzählte von einer Sozialarbeiterin, die einen Mord beging, um ihre Mieterhöhung zahlen zu können. Die Frau wollte nicht auf der Straße landen wie all die armen Schlucker, die sie in ihrer Einrichtung betreute.
"
17,14,4,2021,Kultur,Serena Williams dreht Doku für Amazon,"
Eine Doku über ihr Leben, dann andere Projekte: Serena Williams hat einen langfristigen Vertrag mit Amazon unterschrieben. Für Disney+ kehrt Fußballstar David Beckham zu seinen Wurzeln zurück.
","
Serena Williams hat einen TV-Vertrag mit Amazon unterschrieben. Die 39-jährige Tennisspielerin werde verschiedene geskriptete und nicht geskriptete Projekte mitentwickeln, teilten die Amazon Studios mit. Als erstes Projekt steht demnach eine Dokuserie über Williams' Leben und ihre sportliche Karriere an. »Ich habe viele Geschichten, die ich gerne erzählen möchte, einschließlich einer Fortsetzung meiner eigenen«, teilte Williams mit. Sie freue sich darauf, diese Geschichten mit der Welt zu teilen. Zunächst hatte das Branchenblatt »Variety« berichtet.
"
18,4,6,2021,Kultur,Friederike Mayröcker ist tot,"
Das Experimentieren mit Sprache war ihre Berufung: Die österreichische Schriftstellerin Friederike Mayröcker gehörte zur Avantgarde der Poesie. Jetzt ist sie im Alter von 96 Jahren gestorben.
","
Die österreichische Schriftstellerin Friederike Mayröcker ist tot. Die Grande Dame der experimentellen Literatur starb im Alter von 96 Jahren am Freitag in Wien, wie der Suhrkamp Verlag in Berlin unter Berufung auf den engsten Umkreis Mayröckers mitteilte.
"
19,14,12,2020,Kultur,John le Carré ist tot,"
Kein Autor von Spionageromanen war erfolgreicher, seine Bücher verkauften sich millionenfach, wurden fürs Fernsehen und fürs Kino verfilmt: Jetzt ist John le Carré im Alter von 89 Jahren gestorben.
","
Der für seine Spionagethriller bekannte britische Schriftsteller John le Carré ist tot. Er starb bereits am Samstagabend im Alter von 89 Jahren, wie sein Agent Jonny Geller laut Nachrichtenagentur AFP mitteilte. Nach Angaben seiner Familie erlag er einer Lungenentzündung. Er sei nach »kurzem Kampf gegen die Krankheit« gestorben, ließ die Familie über Geller mitteilen.
"
20,10,6,2020,Kultur,Genau richtig im falschen Film,"
Was haben Sie Außergewöhnliches im Kino erlebt? Hier teilen SPIEGEL-Leser und -Autoren ihre denkwürdigsten Geschichten. Diesmal mit NVA-Offizieren, Nudelsalat und sehr viel Wasser.
","
Vergangene Woche veröffentlichten wir eine Sammlung mit außergewöhnlichen Geschichten aus dem Dunkeln des Kinosaals und fragten unsere Leserinnen und Leser nach ihren Erlebnissen. Hier sind ihre Antworten - und weitere Geschichten aus unserer Redaktion.
"
21,2,9,2020,Kultur,Leipziger Buchmesse verschiebt Termin für 2021,"
Die diesjährige Leipziger Buchmesse wurde abgesagt, nun hat die Pandemie auch Konsequenzen für die nächste: Um den Außenbereich zu nutzen, findet die Veranstaltung nicht im März, sondern Ende Mai statt.
","
Wie die nächste Leipziger Buchmesse unter Pandemie-Bedingungen aussehen wird, ist noch offen. Das Konzept werde nun schrittweise verfeinert, heißt es. Eins ist jetzt aber klar: Die Buchmesse verschiebt ihren Termin im kommenden Jahr vom März auf Ende Mai.
"
22,29,3,2021,Kultur,TV-Moderator Piers Morgan bereut seinen Abgang. Aber nicht seine Vorwürfe,"
Er bezichtigte Herzogin Meghan der Lüge, nannte sie »Prinzessin Pinocchio«. Seine Flucht aus dem TV-Studio rekonstruiert Piers Morgan nun in einem langen Artikel – und erneuert seine Kritik.
","
Seine abfälligen Äußerungen über Herzogin Meghan kosteten Piers Morgan den Job. Der britische Moderator aber steht weiterhin zu seinen Aussagen, wie er in der britischen Boulevardzeitung »Mail on Sunday« in ausführlichen Tagebucheinträgen im Ich-Format darstellte. Darin betonte er erneut, dass er Meghans Aussagen keinen Glauben schenke: »Je länger das Interview dauerte, desto weniger glaubte ich ihr.«
"
23,7,7,2020,Kultur,RBB rechtfertigt Kalbitz-Interview,"
Nach einem Sommerinterview mit dem rechtsextremen Politiker Andreas Kalbitz stand der RBB in der Kritik. Nun rechtfertigt sich der Chefredakteur: Man wolle das gesamte ""demokratisch legitimierte Spektrum"" zu Wort kommen lassen.
","
Es dauerte nicht lange, bis die Kritik kam: Nachdem der RBB am Sonntag ein sogenanntes Sommerinterview mit dem brandenburgischen Landes- und Fraktionschef der AfD Andreas Kalbitz ausgestrahlt hatte, fragten viele, ob man jemandem wie ihm eine solche Bühne geben müsse: Andreas Kalbitz wird vom Bundesverfassungsschutz außerhalb seiner parlamentarischen Arbeit beobachtet, er war der prominenteste Kopf des Ende April formal aufgelösten ""Flügel"", einer Plattform, die im März vom Bundesverfassungsschutz als ""erwiesen extremistisch"" eingestuft wurde.
"
24,11,5,2021,Kultur,Sally Buzbee wird Chefredakteurin der »Washington Post«,"
Anfang des Jahres gab Martin Baron seinen Rückzug als Chefredakteur bekannt. Nun hat die »Washington Post« eine Nachfolgerin gefunden: Sally Buzbee ist die erste Frau an der Spitze des Blatts.
","
Die »Washington Post« hat die Journalistin Sally Buzbee zur neuen Chefredakteurin ernannt. Das teilte die renommierte Tageszeitung mit. Damit wird zum ersten Mal eine Frau an die Spitze des 144 Jahre alten Nachrichten-Flaggschiffs berufen.
"
25,18,2,2021,Kultur,Die Bedrohung ist allgegenwärtig,"
Ein rassistischer Anschlag war lange eine eher abstrakte Gefahr. Seit Hanau wissen wir: Rassismus kann das Leben unserer eigenen Kinder, Geschwister und Freunde auslöschen.
","
Am späten Abend des 19. Februar 2020 habe ich auf einem Newsticker von einer Schießerei in einer Shishabar in Hanau gelesen und unwillkürlich gedacht, zwei verfeindete Clans würden sich in der Innenstadt bekämpfen. So wird es nicht nur mir gegangen sein. Denn seit geraumer Zeit gab es eine starke mediale Aufmerksamkeit für das Thema »Clankriminalität« in Deutschland. In diesem Zusammenhang wurden auch immer wieder Bilder von Shishabars gezeigt. Dieses Framing, also der Rahmen, in dem Bilder präsentiert werden, wirkt unwillkürlich über die Zeit nach und bildet, wie der französische Philosoph Michel Foucault sagt, irgendwann eine »Archäologie des Wissens« und ein Archiv an Informationen, die sich zu einem jederzeit abrufbaren Gedanken verbinden. Dieses geframete, rassistische Wissen, das automatisch Shishabars mit »Clankriminalität« verknüpft, habe ich in meinem Kopf abgespult in dieser Nacht. Unser Wissen muss nicht richtig sein, um eine Wirklichkeit zu konstruieren.
"
26,23,9,2020,Kultur,"Französische Medien stellen sich hinter ""Charlie Hebdo""","
Nachdem die Satirezeitung erneut die Mohammed-Karikaturen druckte, durch die sie ins Visier von Islamisten geriet, droht al-Qaida mit einem erneuten Anschlag. Nun unterstützen französische Medien die Zeitung.
","
Nach erneuten Drohungen des Terrornetzwerks al-Qaida gegen die französische Satirezeitung ""Charlie Hebdo"" haben etwa hundert Medien in Frankreich zur Unterstützung der Zeitung und der Meinungsfreiheit aufgerufen. In einem am Mittwoch verbreiteten offenen Brief hieß es: ""Die Feinde der Freiheit müssen verstehen, dass wir alle zusammen ihre entschlossenen Gegner sind, ungeachtet unserer Meinungs- oder Glaubensunterschiede."" In den letzten fünf Jahren seien Frauen und Männer aufgrund ihrer Herkunft oder ihrer Meinung von Fanatikern ermordet worden.
"
27,8,1,2021,Kultur,Marion Ramsey ist tot,"
Die amerikanische Schauspielerin Marion Ramsey ist verstorben. Bekannt wurde sie vor allem mit ihren Auftritten als schüchterne Beamtin mit hoher Stimme in den »Police Academy«-Filmen.
","
Ihre große Zeit waren die Achtzigerjahre, bekannt wurde sie mit einer Rolle in der damals beliebten Filmreihe »Police Academy«: Sechsmal spielte Marion Ramsey Officer Laverne Hooks, deren Erkennungsmerkmale ihre Quietschstimme und Unsicherheit waren. Jetzt ist sie mit 73 Jahren gestorben, wie ihr Manager mitteilte.
"
28,24,4,2021,Kultur,"Jan Josef Liefers verteidigt Aktion, Ulrike Folkerts räumt Fehler ein","
Etwa 50 Schauspieler waren an der Videoaktion #allesdichtmachen beteiligt. Einige haben sich kurz nach der Veröffentlichung distanziert. Jan Josef Liefers legte noch mal nach und kritisierte »mangelnde Transparenz«.
","
Schauspielerin Ulrike Folkerts hat ihre Beteiligung an der Internetaktion #allesdichtmachen als Fehler bezeichnet. »Die Videos, die entstanden sind, wurden falsch verstanden, sind vielleicht falsch zu verstehen«, schrieb die »Tatort«-Kommissarin am Freitagabend auf Instagram. »Ich habe einen Fehler gemacht, ich war naiv genug zu glauben, mit meinen Kollegen*innen ein gewinnbringendes Gespräch in Gang zu bringen. Das Gegenteil ist passiert.« Es tue ihr leid, »Menschen verletzt und vor den Kopf gestoßen zu haben«.
"
29,19,5,2020,Kultur,Venedig verschiebt Biennalen zu Architektur und Kunst,"
Die Architekturbiennale war erst um drei Monate auf August 2020 verschoben worden. Jetzt wird auch dieser Termin nicht gehalten. Durch die Verlegung verschiebt sich nun auch die Kunstbiennale um ein Jahr.
","
Erst vor wenigen Wochen war bekannt geworden, dass der Direktor des Museums Ludwig in Köln, Yilmaz Dziewior, die künstlerische Gestaltung des deutschen Pavillons für die Kunstbiennale in Venedig im kommenden Jahr betreuen werde. Nun wird daraus vorerst nichts. Denn die Biennale-Macher verschieben die großen Schauen zu Architektur und Kunst in Venedig jeweils um ein Jahr.
"
30,25,5,2020,Kultur,"Wie fanden Sie den Sniper-""Tatort""?","
Wenn wir die Welt auf einmal aus dem Blick der Täterin sehen: Der Stuttgart-""Tatort"" war ein klug gebauter Thriller mit doppelten Böden. Oder sind Sie anderer Meinung?
","
""Zu 53 Prozent männlich, zu 47 Prozent weiblich"" - so lautete am Anfang die Profiler-Einschätzung. Die Ermittler in diesem ""Tatort"" hatten also wenige bis keine Anhaltspunkte, sie waren der Person, die hinter den Attentaten steckte, hilflos ausgeliefert. Auch das Publikum war erst mal verdammt dazu, Einzelteile einzusammeln, ohne diese zusammenfügen zu können. Am Ende stellten sich die Morde als Rache für einen geliebten Mann heraus, der wegen unterlassener Hilfeleistung zu Tode gekommen war.
"
31,28,5,2021,Kultur,China schneidet Popgruppe BTS aus »Friends«-Spezial,"
In China ist nur eine zensierte Fassung des Reunion-Spezials mit den Darstellern der US-Serie »Friends« zu sehen. Es fehlen unter anderem Justin Bieber und der Auftritt der koreanischen Popband BTS.
","
Die in China bei drei Streamingdiensten ausgestrahlte Fassung der Reunion der »Friends«-Stars ist kürzer als die reguläre. Chinesische Zensoren entfernten aus der rund 100 Minuten langen Show die Auftritte von Justin Bieber, Lady Gaga sowie der populären koreanischen Boyband BTS. Auch einige LGBTQ-Fans der Serie, die in dem Spezial ihre Grüße entrichten, wurden herausgeschnitten.
"
32,21,5,2021,Kultur,"Hauptsache, es knallt","
»Zo-ombie!«, »Zo-ombie!«: Zack Snyders Netflix-Blockbuster ist Untoter des Bilschirms. Den reißt auch Matthias Schweighöfers gelungener Auftritt als deutscher Safeknacker nicht raus.
","
Nach über zwei Stunden, der Kopf dröhnt schon lange angesichts des Stumpfsinns der cineastischen Geschmacklosigkeiten, kommt der Moment, der auf den Punkt bringt, was den Zombiefilm »Army of the Dead« so ungenießbar macht – und warum sich an ihm der Zustand von Teilen des Blockbuster-Films ablesen lässt.
"
33,24,5,2021,Kultur,Der neue Bremer »Tatort« im Schnellcheck,"
Generationswechsel an der Weser: Jasna Fritzi Bauer führt ein »Tatort«-Ermittlertrio an, das der altlinken Correctness der Vorgängerin jugendlichen Karrierewillen entgegensetzt.
","
Das Szenario:Teambuilding auf die brutale Tour. In einer Klinik wurde ein Neugeborenes entführt. In einer Industrieanlage liegt die Leiche eines jungen Mannes. Und während das Publikum darüber grübelt, wie das eine mit dem anderen zusammenhängt, muss das neue Team der Mordkommission zusammenfinden. Gar nicht so leicht: Liv Moormann (Jasna Fritzi Bauer) ist offiziell noch nicht mal eingestellt, drängelt sich aber immer bei den Ermittlungen vor. Linda Selb (Luise Wolfram), die leicht autistische BKA-Ermittlerin, die schon unter der alten Bremer Kommissarin Inga Lürsen gearbeitet hat, kämpft vergeblich um den Karrieresprung. Nur der dänische Kollege Mads Andersen (Dar Salim), den es aus noch nicht ganz geklärten Gründen an die Weser verschlagen hat, zeigt weniger berufliche Ambitionen. Er will zurück nach Kopenhagen, verpasst aber bei den sich ziehenden Untersuchungen einen Zug nach dem anderen.
"
34,23,2,2021,Kultur,Nie wieder oder immer wieder?,"
An den Anschlag von Hanau zu erinnern, bedeutet nicht nur, um die Ermordeten zu trauern. Es gehört auch dazu, gegen die reale Gefahr zu kämpfen, die all die Verschiebungen nach rechts bedeuten.
","
Kann sich durch das Erinnern an ein Verbrechen politisch etwas ändern? Der rassistische Anschlag von Hanau ist nun ein Jahr und wenige Tage her. In dieser Zeit haben die Überlebenden und die Angehörigen der Toten unfassbar viel Presse- und Aufklärungsarbeit geleistet. Das ist eigentlich nicht ihre Aufgabe, genauer gesagt: Es sollte nicht ihre Aufgabe sein. Es sollte nicht die Aufgabe der Trauernden sein, immer wieder dieselben Fragen an die Politik stellen zu müssen und selbst Nachforschungen zu betreiben.
"
35,18,8,2020,Kultur,"""Harry Potter""-Aufführungen wegen Corona erneut verschoben","
Am 15. März sollte das Theaterstück ""Harry Potter und das verwunschene Kind"" seine Deutschlandpremiere in Hamburg feiern - doch dann kam Corona. Nun wurde auch der Ausweichtermin im Oktober aufgegeben.
","
Die Deutschlandpremiere von ""Harry Potter und das verwunschene Kind"" wird wegen der Coronakrise erneut verschoben. Das Theaterstück von Bestsellerautorin Joanne K. Rowling könne nicht wie geplant am 4. Oktober Premiere im Mehr! Theater am Hamburger Großmarkt feiern, sondern erst am 11. April 2021, teilten die Veranstalter am Dienstag mit.
"
36,27,4,2021,Kultur,Oliver Welke verzichtet auf Moderation der EM und WM,"
Zusammen mit Oliver Kahn führte er viele Jahre durch die Fußball-Liveberichterstattung des ZDF. Nach dem Rückzug des Ex-Nationaltorhüters ist nun auch für Oliver Welke Schluss.
","
Moderator Oliver Welke wird beim ZDF nicht mehr im Sport arbeiten. Der 55-Jährige werde bei der Fußball-EM in diesem Sommer und bei der WM im kommenden Jahr in Katar nicht mehr dabei sein, teilte der öffentlich-rechtliche Sender mit und schrieb von einer »einvernehmlichen Lösung«. Zuerst hatte der Branchendienst »dwdl« darüber berichtet.
"
37,22,3,2021,Kultur,David Hasselhoff soll in RTL-Serie sich selbst spielen,"
Internationale Koproduktion für RTL und CBS: Zwei Schauspieler – David Hasselhoff und Henry Hübchen – geraten in eine Spionageaffäre. Die Serie »Ze Network« soll ab Sommer in Deutschland gedreht werden.
","
Der Plot klingt abenteuerlich – im doppelten Sinne: David Hasselhoff hadert mit sich selbst und möchte endlich wieder in der Öffentlichkeit glänzen. Da kommt das Angebot eines Theaters aus Deutschland gerade recht. Doch das vermeintliche Szene-Theater aus Ost-Berlin entpuppt sich eher als ein beschauliches Theater sehr weit östlich. Dann schlittert er in eine internationale Agentenverschwörung – und was hat sein neuer Schauspielkollege Henry Hübchen damit zu tun?
"
38,12,4,2021,Kultur,"»Bild«, »Bams« → Glotze","
Bis zu sechs Stunden Liveprogramm täglich will »Bild«-TV über Kabel und Satellit senden: Wenn die Landesmedienanstalt zustimmt, soll das Programm noch vor der Bundestagswahl starten.
","
Deutschlands größte Boulevardzeitung »Bild« plant einen eigenen Fernsehsender. Noch vor der Bundestagswahl im Herbst wolle man an den Start gehen, der Sender solle unter der Marke BILD unter anderem über Kabel und Satellit empfangbar sein. Das teilte der Medienkonzern Axel Springer in Berlin mit und konkretisierte die Pläne.
"
39,11,9,2020,Kultur,Umsätze aus Vinylplattenverkäufen überholen den von CDs,"
Zum letzten Mal wurde 1986 mehr Geld mit Schallplatten als mit CDs umgesetzt. Damals war Whitney Houstons Debüt das meistverkaufte Album des Jahres. Nun hat Vinyl die CD wieder überholt - und die neue Whitney steht auch fest.
","
Vinyl ist schon länger wieder im Trend, diese Marke aber ist regelrecht historisch: Zum ersten Mal seit 1986 wurde in den USA im ersten Halbjahr mehr Absatz mit dem Verkauf von Schallplatten erzielt als mit dem von CDs.
"
40,5,10,2020,Kultur,Bis die Bosheitsblähungen rausgepresst sind,"
Die Bäh-Bachelors sind raus. In einem spektakulären Plot-Twist kommt es im ""Sommerhaus der Stars"" erst zum Andrexit und dann zur großen Frage: Welches Paar ist jetzt das schlimmste?
","
Für einen Moment spürt man tatsächlich so etwas wie Frieden. Also jetzt nicht im ""Sommerhaus"", das wird in dieser Staffel nicht mehr passieren, sondern tief im eigenen, dauerwunden Herzen. Eine kleine, glückliche Weile glaubt man plötzlich wieder mit kindlichem Urvertrauen ganz fest daran, dass die Bösen am Ende doch nicht gewinnen werden. Dass man die Lauten, Groben und Gemeinen nicht mühsam und schmerzensreich bekämpfen muss, sondern dass sie sich aus eigener Blödheit schließlich selbst erledigen werden. Denn die Bäh-Bachelors Andrej und Jennifer sind raus. Und die Trash-TV-Welt, die seit dem Yotta-Sieg bei ""Promis unter Palmen"" so schief in ihren Angeln hing, ist wieder im Lot.
"
